employee_id,login_hour,file_name,file_sensitivity,action,location,device,files_accessed,is_anomaly,risk_status,risk_score,severity,reasons
EMP214,17,salary.xlsx,CRITICAL,WRITE,Office,Managed,10,0,NORMAL,15,LOW,Critical file accessed
EMP154,11,employee_handbook.pdf,LOW,READ,Office,Managed,23,0,NORMAL,0,LOW,
EMP017,11,project_plan.xlsx,MEDIUM,READ,Office,Managed,3,0,NORMAL,0,LOW,
EMP095,11,team_notes.docx,LOW,WRITE,Office,Managed,22,0,NORMAL,0,LOW,
EMP061,10,project_plan.xlsx,MEDIUM,SHARE,Office,Managed,8,0,NORMAL,0,LOW,
EMP361,14,project_plan.xlsx,MEDIUM,READ,Office,Managed,7,0,NORMAL,0,LOW,
EMP451,12,finance_report.xlsx,HIGH,READ,Office,Managed,15,0,NORMAL,0,LOW,
EMP052,13,salary.xlsx,CRITICAL,READ,Remote,Managed,9,0,NORMAL,15,LOW,Critical file accessed
EMP288,17,team_notes.docx,LOW,SHARE,Office,Managed,9,0,NORMAL,0,LOW,
EMP241,8,employee_handbook.pdf,LOW,WRITE,Office,Personal,8,0,NORMAL,15,LOW,Personal device
EMP387,11,finance_report.xlsx,HIGH,READ,Remote,Managed,12,0,NORMAL,0,LOW,
EMP320,13,project_plan.xlsx,MEDIUM,WRITE,Office,Personal,17,0,NORMAL,15,LOW,Personal device
EMP332,13,payroll.xlsx,CRITICAL,READ,Office,Managed,10,0,NORMAL,15,LOW,Critical file accessed
EMP192,8,finance_report.xlsx,HIGH,WRITE,Office,Managed,16,0,NORMAL,0,LOW,
EMP204,13,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,24,0,NORMAL,0,LOW,
EMP373,9,employee_handbook.pdf,LOW,DELETE,Remote,Managed,27,0,NORMAL,0,LOW,
EMP467,12,team_notes.docx,LOW,READ,Office,Managed,11,0,NORMAL,0,LOW,
EMP276,14,salary.xlsx,CRITICAL,SHARE,Office,Managed,25,0,NORMAL,15,LOW,Critical file accessed
EMP498,11,employee_handbook.pdf,LOW,READ,VPN,Managed,27,0,NORMAL,15,LOW,VPN access
EMP258,11,finance_report.xlsx,HIGH,EXPORT,Office,Managed,28,0,NORMAL,0,LOW,
EMP226,13,team_notes.docx,LOW,WRITE,Office,Managed,14,0,NORMAL,0,LOW,
EMP238,18,finance_report.xlsx,HIGH,WRITE,Office,Managed,1,0,NORMAL,0,LOW,
EMP151,11,employee_handbook.pdf,LOW,READ,Office,Managed,30,0,NORMAL,0,LOW,
EMP040,12,team_notes.docx,LOW,DOWNLOAD,Office,Managed,27,0,NORMAL,0,LOW,
EMP257,12,team_notes.docx,LOW,DOWNLOAD,Office,Managed,29,0,NORMAL,0,LOW,
EMP108,16,project_plan.xlsx,MEDIUM,READ,Office,Managed,18,0,NORMAL,0,LOW,
EMP096,9,employee_handbook.pdf,LOW,READ,Office,Managed,1,0,NORMAL,0,LOW,
EMP392,11,employee_handbook.pdf,LOW,WRITE,VPN,Managed,30,0,NORMAL,15,LOW,VPN access
EMP050,15,finance_report.xlsx,HIGH,WRITE,Office,Managed,2,0,NORMAL,0,LOW,
EMP282,16,employee_handbook.pdf,LOW,READ,Office,Managed,23,0,NORMAL,0,LOW,
EMP273,11,finance_report.xlsx,HIGH,READ,Remote,Managed,3,0,NORMAL,0,LOW,
EMP159,18,employee_handbook.pdf,LOW,WRITE,Remote,Managed,23,0,NORMAL,0,LOW,
EMP399,13,finance_report.xlsx,HIGH,WRITE,Remote,Managed,24,0,NORMAL,0,LOW,
EMP300,8,payroll.xlsx,CRITICAL,WRITE,Office,Personal,4,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP199,15,project_plan.xlsx,MEDIUM,UPLOAD,Remote,Managed,21,0,NORMAL,0,LOW,
EMP004,14,project_plan.xlsx,MEDIUM,READ,Office,Managed,11,0,NORMAL,0,LOW,
EMP486,11,salary.xlsx,CRITICAL,READ,Remote,Managed,25,0,NORMAL,15,LOW,Critical file accessed
EMP098,8,employee_handbook.pdf,LOW,READ,Office,Managed,7,0,NORMAL,0,LOW,
EMP124,11,finance_report.xlsx,HIGH,READ,Remote,Managed,30,0,NORMAL,0,LOW,
EMP458,15,salary.xlsx,CRITICAL,WRITE,Office,Managed,20,0,NORMAL,15,LOW,Critical file accessed
EMP252,10,project_plan.xlsx,MEDIUM,SHARE,Remote,Managed,8,0,NORMAL,0,LOW,
EMP191,18,finance_report.xlsx,HIGH,WRITE,Office,Managed,9,0,NORMAL,0,LOW,
EMP295,13,payroll.xlsx,CRITICAL,WRITE,Remote,Managed,8,0,NORMAL,15,LOW,Critical file accessed
EMP403,14,project_plan.xlsx,MEDIUM,READ,Office,Managed,24,0,NORMAL,0,LOW,
EMP048,15,employee_handbook.pdf,LOW,WRITE,Remote,Managed,1,0,NORMAL,0,LOW,
EMP447,8,payroll.xlsx,CRITICAL,READ,Office,Managed,18,0,NORMAL,15,LOW,Critical file accessed
EMP475,12,salary.xlsx,CRITICAL,READ,Office,Personal,1,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP371,11,salary.xlsx,CRITICAL,READ,Office,Managed,2,0,NORMAL,15,LOW,Critical file accessed
EMP359,12,employee_handbook.pdf,LOW,READ,Office,Managed,27,0,NORMAL,0,LOW,
EMP076,9,project_plan.xlsx,MEDIUM,WRITE,VPN,Managed,2,0,NORMAL,15,LOW,VPN access
EMP134,16,project_plan.xlsx,MEDIUM,READ,Office,Managed,22,0,NORMAL,0,LOW,
EMP458,16,salary.xlsx,CRITICAL,READ,Remote,Managed,8,0,NORMAL,15,LOW,Critical file accessed
EMP257,17,finance_report.xlsx,HIGH,UPLOAD,Remote,Managed,2,0,NORMAL,0,LOW,
EMP315,13,employee_handbook.pdf,LOW,READ,Office,Managed,3,0,NORMAL,0,LOW,
EMP449,10,project_plan.xlsx,MEDIUM,SHARE,Office,Managed,9,0,NORMAL,0,LOW,
EMP365,16,employee_handbook.pdf,LOW,DOWNLOAD,Office,Managed,9,0,NORMAL,0,LOW,
EMP231,12,employee_handbook.pdf,LOW,READ,Remote,Managed,4,0,NORMAL,0,LOW,
EMP222,9,employee_handbook.pdf,LOW,WRITE,Office,Managed,2,0,NORMAL,0,LOW,
EMP500,13,salary.xlsx,CRITICAL,READ,Office,Managed,17,0,NORMAL,15,LOW,Critical file accessed
EMP047,9,payroll.xlsx,CRITICAL,READ,Office,Managed,8,0,NORMAL,15,LOW,Critical file accessed
EMP286,12,project_plan.xlsx,MEDIUM,READ,VPN,Managed,10,0,NORMAL,15,LOW,VPN access
EMP309,14,finance_report.xlsx,HIGH,READ,Office,Managed,24,0,NORMAL,0,LOW,
EMP471,16,salary.xlsx,CRITICAL,READ,VPN,Managed,6,0,NORMAL,30,LOW,"VPN access, Critical file accessed"
EMP019,5,salary.xlsx,CRITICAL,EXPORT,VPN,Personal,438,1,ANOMALY,100,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed, ML anomaly detected"
EMP076,17,payroll.xlsx,CRITICAL,READ,Remote,Personal,3,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP283,8,project_plan.xlsx,MEDIUM,WRITE,Office,Personal,30,0,NORMAL,15,LOW,Personal device
EMP411,16,payroll.xlsx,CRITICAL,WRITE,VPN,Managed,12,0,NORMAL,30,LOW,"VPN access, Critical file accessed"
EMP058,10,team_notes.docx,LOW,WRITE,Office,Personal,6,0,NORMAL,15,LOW,Personal device
EMP042,8,employee_handbook.pdf,LOW,EXPORT,Remote,Managed,7,0,NORMAL,0,LOW,
EMP374,5,salary.xlsx,CRITICAL,DOWNLOAD,Remote,Personal,293,1,ANOMALY,100,CRITICAL,"After-hours login, Personal device, High volume file access, Critical file accessed, ML anomaly detected"
EMP100,13,salary.xlsx,CRITICAL,WRITE,Office,Managed,25,0,NORMAL,15,LOW,Critical file accessed
EMP205,18,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,4,0,NORMAL,0,LOW,
EMP395,8,employee_handbook.pdf,LOW,READ,Office,Managed,9,0,NORMAL,0,LOW,
EMP005,15,employee_handbook.pdf,LOW,WRITE,Office,Managed,18,0,NORMAL,0,LOW,
EMP281,14,employee_handbook.pdf,LOW,READ,Office,Managed,23,0,NORMAL,0,LOW,
EMP226,9,team_notes.docx,LOW,READ,Office,Managed,19,0,NORMAL,0,LOW,
EMP335,8,payroll.xlsx,CRITICAL,READ,Office,Managed,1,0,NORMAL,15,LOW,Critical file accessed
EMP353,13,team_notes.docx,LOW,READ,Office,Managed,19,0,NORMAL,0,LOW,
EMP123,4,payroll.xlsx,CRITICAL,DOWNLOAD,VPN,Personal,183,1,NORMAL,90,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed"
EMP374,18,payroll.xlsx,CRITICAL,EXPORT,Office,Managed,15,0,NORMAL,15,LOW,Critical file accessed
EMP117,9,project_plan.xlsx,MEDIUM,READ,Office,Managed,28,0,NORMAL,0,LOW,
EMP075,8,payroll.xlsx,CRITICAL,READ,Remote,Managed,14,0,NORMAL,15,LOW,Critical file accessed
EMP256,16,team_notes.docx,LOW,READ,Office,Managed,9,0,NORMAL,0,LOW,
EMP238,18,team_notes.docx,LOW,READ,Remote,Managed,25,0,NORMAL,0,LOW,
EMP394,18,project_plan.xlsx,MEDIUM,READ,Office,Managed,1,0,NORMAL,0,LOW,
EMP193,10,salary.xlsx,CRITICAL,READ,Remote,Managed,26,0,NORMAL,15,LOW,Critical file accessed
EMP039,18,finance_report.xlsx,HIGH,WRITE,Remote,Managed,24,0,NORMAL,0,LOW,
EMP496,12,finance_report.xlsx,HIGH,WRITE,Office,Managed,3,0,NORMAL,0,LOW,
EMP253,15,payroll.xlsx,CRITICAL,WRITE,Remote,Managed,30,0,NORMAL,15,LOW,Critical file accessed
EMP067,17,salary.xlsx,CRITICAL,DELETE,Office,Managed,23,0,NORMAL,15,LOW,Critical file accessed
EMP242,15,finance_report.xlsx,HIGH,DELETE,Office,Managed,13,0,NORMAL,0,LOW,
EMP280,15,payroll.xlsx,CRITICAL,READ,Remote,Personal,2,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP426,9,employee_handbook.pdf,LOW,READ,Office,Managed,30,0,NORMAL,0,LOW,
EMP005,10,employee_handbook.pdf,LOW,WRITE,Office,Managed,15,0,NORMAL,0,LOW,
EMP273,12,project_plan.xlsx,MEDIUM,WRITE,Office,Personal,10,0,NORMAL,15,LOW,Personal device
EMP198,18,finance_report.xlsx,HIGH,WRITE,Office,Managed,2,0,NORMAL,0,LOW,
EMP248,5,finance_report.xlsx,HIGH,DOWNLOAD,VPN,Managed,190,1,ANOMALY,90,CRITICAL,"After-hours login, VPN access, High volume file access, ML anomaly detected"
EMP348,18,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,21,0,NORMAL,0,LOW,
EMP475,3,payroll.xlsx,CRITICAL,DOWNLOAD,VPN,Personal,171,1,NORMAL,90,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed"
EMP188,13,payroll.xlsx,CRITICAL,READ,Office,Managed,22,0,NORMAL,15,LOW,Critical file accessed
EMP259,17,team_notes.docx,LOW,READ,Office,Managed,18,0,NORMAL,0,LOW,
EMP353,8,payroll.xlsx,CRITICAL,DELETE,Remote,Managed,25,0,NORMAL,15,LOW,Critical file accessed
EMP166,18,finance_report.xlsx,HIGH,UPLOAD,Office,Managed,14,0,NORMAL,0,LOW,
EMP343,13,employee_handbook.pdf,LOW,DOWNLOAD,Office,Managed,8,0,NORMAL,0,LOW,
EMP192,8,employee_handbook.pdf,LOW,WRITE,Remote,Managed,1,0,NORMAL,0,LOW,
EMP333,13,payroll.xlsx,CRITICAL,WRITE,Office,Managed,27,0,NORMAL,15,LOW,Critical file accessed
EMP131,16,payroll.xlsx,CRITICAL,WRITE,Office,Managed,4,0,NORMAL,15,LOW,Critical file accessed
EMP032,14,salary.xlsx,CRITICAL,DOWNLOAD,Office,Managed,28,0,NORMAL,15,LOW,Critical file accessed
EMP133,10,payroll.xlsx,CRITICAL,READ,Remote,Managed,24,0,NORMAL,15,LOW,Critical file accessed
EMP241,12,employee_handbook.pdf,LOW,READ,Office,Managed,28,0,NORMAL,0,LOW,
EMP411,9,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,27,0,NORMAL,0,LOW,
EMP229,10,salary.xlsx,CRITICAL,WRITE,Office,Managed,8,0,NORMAL,15,LOW,Critical file accessed
EMP278,12,finance_report.xlsx,HIGH,READ,Office,Managed,20,0,NORMAL,0,LOW,
EMP181,16,employee_handbook.pdf,LOW,READ,Office,Managed,12,0,NORMAL,0,LOW,
EMP175,17,employee_handbook.pdf,LOW,WRITE,VPN,Managed,25,0,NORMAL,15,LOW,VPN access
EMP092,13,employee_handbook.pdf,LOW,READ,Office,Managed,27,0,NORMAL,0,LOW,
EMP024,10,employee_handbook.pdf,LOW,READ,Remote,Managed,14,0,NORMAL,0,LOW,
EMP263,15,project_plan.xlsx,MEDIUM,READ,Remote,Managed,25,0,NORMAL,0,LOW,
EMP186,9,payroll.xlsx,CRITICAL,READ,Office,Managed,17,0,NORMAL,15,LOW,Critical file accessed
EMP047,8,finance_report.xlsx,HIGH,DOWNLOAD,Office,Managed,22,0,NORMAL,0,LOW,
EMP432,18,team_notes.docx,LOW,READ,Remote,Managed,17,0,NORMAL,0,LOW,
EMP010,18,team_notes.docx,LOW,READ,Remote,Managed,29,0,NORMAL,0,LOW,
EMP159,13,salary.xlsx,CRITICAL,READ,Remote,Managed,17,0,NORMAL,15,LOW,Critical file accessed
EMP173,14,project_plan.xlsx,MEDIUM,READ,VPN,Managed,27,0,NORMAL,15,LOW,VPN access
EMP023,10,employee_handbook.pdf,LOW,READ,Office,Managed,7,0,NORMAL,0,LOW,
EMP152,11,salary.xlsx,CRITICAL,WRITE,Office,Managed,23,0,NORMAL,15,LOW,Critical file accessed
EMP238,9,project_plan.xlsx,MEDIUM,READ,Remote,Managed,20,0,NORMAL,0,LOW,
EMP038,16,salary.xlsx,CRITICAL,READ,Remote,Managed,9,0,NORMAL,15,LOW,Critical file accessed
EMP116,13,payroll.xlsx,CRITICAL,EXPORT,Office,Managed,3,0,NORMAL,15,LOW,Critical file accessed
EMP131,18,finance_report.xlsx,HIGH,READ,Remote,Personal,22,0,ANOMALY,45,MEDIUM,"Personal device, ML anomaly detected"
EMP449,12,payroll.xlsx,CRITICAL,SHARE,Remote,Managed,4,0,NORMAL,15,LOW,Critical file accessed
EMP499,17,finance_report.xlsx,HIGH,WRITE,Remote,Managed,6,0,NORMAL,0,LOW,
EMP352,17,employee_handbook.pdf,LOW,READ,VPN,Managed,2,0,NORMAL,15,LOW,VPN access
EMP236,17,finance_report.xlsx,HIGH,READ,Office,Managed,27,0,NORMAL,0,LOW,
EMP295,11,payroll.xlsx,CRITICAL,WRITE,Office,Managed,5,0,NORMAL,15,LOW,Critical file accessed
EMP478,12,payroll.xlsx,CRITICAL,READ,Office,Managed,1,0,NORMAL,15,LOW,Critical file accessed
EMP331,9,project_plan.xlsx,MEDIUM,READ,Office,Managed,10,0,NORMAL,0,LOW,
EMP388,8,employee_handbook.pdf,LOW,SHARE,Office,Managed,14,0,NORMAL,0,LOW,
EMP437,14,finance_report.xlsx,HIGH,READ,Remote,Managed,29,0,NORMAL,0,LOW,
EMP444,15,team_notes.docx,LOW,READ,Office,Managed,15,0,NORMAL,0,LOW,
EMP265,12,employee_handbook.pdf,LOW,READ,Remote,Managed,12,0,NORMAL,0,LOW,
EMP280,12,team_notes.docx,LOW,READ,Office,Managed,10,0,NORMAL,0,LOW,
EMP392,9,payroll.xlsx,CRITICAL,READ,Office,Managed,30,0,NORMAL,15,LOW,Critical file accessed
EMP173,12,employee_handbook.pdf,LOW,WRITE,Remote,Managed,23,0,NORMAL,0,LOW,
EMP164,10,salary.xlsx,CRITICAL,READ,Office,Managed,19,0,NORMAL,15,LOW,Critical file accessed
EMP294,11,finance_report.xlsx,HIGH,READ,Office,Personal,23,0,NORMAL,15,LOW,Personal device
EMP300,10,payroll.xlsx,CRITICAL,WRITE,Office,Managed,14,0,NORMAL,15,LOW,Critical file accessed
EMP075,14,salary.xlsx,CRITICAL,READ,Office,Managed,5,0,NORMAL,15,LOW,Critical file accessed
EMP235,9,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,13,0,NORMAL,0,LOW,
EMP308,8,salary.xlsx,CRITICAL,READ,Office,Managed,18,0,NORMAL,15,LOW,Critical file accessed
EMP334,18,salary.xlsx,CRITICAL,READ,Office,Managed,2,0,NORMAL,15,LOW,Critical file accessed
EMP375,14,team_notes.docx,LOW,WRITE,VPN,Managed,6,0,NORMAL,15,LOW,VPN access
EMP201,10,finance_report.xlsx,HIGH,WRITE,Remote,Managed,23,0,NORMAL,0,LOW,
EMP139,9,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,2,0,NORMAL,0,LOW,
EMP146,15,salary.xlsx,CRITICAL,READ,Office,Personal,26,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP184,11,salary.xlsx,CRITICAL,READ,Office,Managed,3,0,NORMAL,15,LOW,Critical file accessed
EMP430,10,salary.xlsx,CRITICAL,READ,Office,Managed,11,0,NORMAL,15,LOW,Critical file accessed
EMP402,13,salary.xlsx,CRITICAL,DOWNLOAD,Office,Managed,25,0,NORMAL,15,LOW,Critical file accessed
EMP213,8,finance_report.xlsx,HIGH,READ,Office,Personal,19,0,NORMAL,15,LOW,Personal device
EMP447,16,finance_report.xlsx,HIGH,READ,Office,Managed,30,0,NORMAL,0,LOW,
EMP041,16,payroll.xlsx,CRITICAL,WRITE,Office,Managed,8,0,NORMAL,15,LOW,Critical file accessed
EMP132,12,team_notes.docx,LOW,READ,Office,Personal,24,0,NORMAL,15,LOW,Personal device
EMP307,17,finance_report.xlsx,HIGH,WRITE,Remote,Managed,27,0,NORMAL,0,LOW,
EMP169,16,project_plan.xlsx,MEDIUM,READ,Office,Managed,2,0,NORMAL,0,LOW,
EMP130,17,team_notes.docx,LOW,DOWNLOAD,Office,Personal,21,0,NORMAL,15,LOW,Personal device
EMP234,8,employee_handbook.pdf,LOW,UPLOAD,Remote,Managed,27,0,NORMAL,0,LOW,
EMP266,15,payroll.xlsx,CRITICAL,READ,Office,Managed,13,0,NORMAL,15,LOW,Critical file accessed
EMP415,0,finance_report.xlsx,HIGH,DOWNLOAD,VPN,Personal,299,1,ANOMALY,100,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, ML anomaly detected"
EMP432,16,finance_report.xlsx,HIGH,READ,Office,Managed,28,0,NORMAL,0,LOW,
EMP361,18,project_plan.xlsx,MEDIUM,READ,Office,Managed,5,0,NORMAL,0,LOW,
EMP175,10,team_notes.docx,LOW,UPLOAD,Remote,Managed,1,0,NORMAL,0,LOW,
EMP118,15,finance_report.xlsx,HIGH,WRITE,Office,Managed,24,0,NORMAL,0,LOW,
EMP499,8,payroll.xlsx,CRITICAL,UPLOAD,Remote,Managed,29,0,NORMAL,15,LOW,Critical file accessed
EMP394,2,payroll.xlsx,CRITICAL,DOWNLOAD,VPN,Personal,204,1,NORMAL,90,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed"
EMP054,12,finance_report.xlsx,HIGH,READ,VPN,Managed,24,0,NORMAL,15,LOW,VPN access
EMP259,14,finance_report.xlsx,HIGH,WRITE,Office,Managed,12,0,NORMAL,0,LOW,
EMP270,8,payroll.xlsx,CRITICAL,READ,Office,Managed,23,0,NORMAL,15,LOW,Critical file accessed
EMP319,10,finance_report.xlsx,HIGH,WRITE,Office,Managed,29,0,NORMAL,0,LOW,
EMP272,11,payroll.xlsx,CRITICAL,READ,Office,Managed,10,0,NORMAL,15,LOW,Critical file accessed
EMP466,12,employee_handbook.pdf,LOW,READ,Office,Managed,26,0,NORMAL,0,LOW,
EMP301,9,finance_report.xlsx,HIGH,READ,Remote,Managed,27,0,NORMAL,0,LOW,
EMP423,11,finance_report.xlsx,HIGH,WRITE,Office,Managed,30,0,NORMAL,0,LOW,
EMP363,0,salary.xlsx,CRITICAL,WRITE,VPN,Personal,481,1,ANOMALY,100,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed, ML anomaly detected"
EMP292,10,salary.xlsx,CRITICAL,READ,Office,Managed,29,0,NORMAL,15,LOW,Critical file accessed
EMP221,10,team_notes.docx,LOW,WRITE,Office,Managed,3,0,NORMAL,0,LOW,
EMP112,14,salary.xlsx,CRITICAL,READ,Remote,Managed,10,0,NORMAL,15,LOW,Critical file accessed
EMP007,15,project_plan.xlsx,MEDIUM,READ,Office,Managed,20,0,NORMAL,0,LOW,
EMP141,12,team_notes.docx,LOW,READ,Office,Managed,20,0,NORMAL,0,LOW,
EMP035,8,salary.xlsx,CRITICAL,READ,Office,Managed,26,0,NORMAL,15,LOW,Critical file accessed
EMP344,12,team_notes.docx,LOW,WRITE,Office,Managed,21,0,NORMAL,0,LOW,
EMP489,10,project_plan.xlsx,MEDIUM,READ,Office,Managed,12,0,NORMAL,0,LOW,
EMP097,17,employee_handbook.pdf,LOW,WRITE,Office,Managed,28,0,NORMAL,0,LOW,
EMP153,12,employee_handbook.pdf,LOW,READ,Office,Managed,14,0,NORMAL,0,LOW,
EMP307,8,finance_report.xlsx,HIGH,READ,Office,Managed,5,0,NORMAL,0,LOW,
EMP388,13,team_notes.docx,LOW,EXPORT,Office,Managed,19,0,NORMAL,0,LOW,
EMP006,18,employee_handbook.pdf,LOW,UPLOAD,Office,Managed,16,0,NORMAL,0,LOW,
EMP223,13,salary.xlsx,CRITICAL,WRITE,Office,Managed,17,0,NORMAL,15,LOW,Critical file accessed
EMP091,17,salary.xlsx,CRITICAL,WRITE,Office,Managed,19,0,NORMAL,15,LOW,Critical file accessed
EMP114,11,salary.xlsx,CRITICAL,EXPORT,Office,Managed,20,0,NORMAL,15,LOW,Critical file accessed
EMP264,9,project_plan.xlsx,MEDIUM,EXPORT,Office,Personal,18,0,ANOMALY,45,MEDIUM,"Personal device, ML anomaly detected"
EMP439,14,team_notes.docx,LOW,READ,Remote,Managed,26,0,NORMAL,0,LOW,
EMP274,11,team_notes.docx,LOW,READ,Office,Personal,21,0,NORMAL,15,LOW,Personal device
EMP318,14,payroll.xlsx,CRITICAL,READ,Office,Managed,23,0,NORMAL,15,LOW,Critical file accessed
EMP417,18,project_plan.xlsx,MEDIUM,READ,Remote,Managed,23,0,NORMAL,0,LOW,
EMP492,13,finance_report.xlsx,HIGH,WRITE,Remote,Managed,14,0,NORMAL,0,LOW,
EMP096,13,team_notes.docx,LOW,DOWNLOAD,Office,Managed,1,0,NORMAL,0,LOW,
EMP044,1,payroll.xlsx,CRITICAL,DOWNLOAD,Remote,Managed,361,1,NORMAL,60,HIGH,"After-hours login, High volume file access, Critical file accessed"
EMP198,9,team_notes.docx,LOW,READ,Office,Personal,27,0,NORMAL,15,LOW,Personal device
EMP248,15,team_notes.docx,LOW,READ,Office,Managed,9,0,NORMAL,0,LOW,
EMP250,13,salary.xlsx,CRITICAL,READ,Office,Managed,10,0,NORMAL,15,LOW,Critical file accessed
EMP083,9,salary.xlsx,CRITICAL,READ,Office,Managed,18,0,NORMAL,15,LOW,Critical file accessed
EMP289,12,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,16,0,NORMAL,0,LOW,
EMP142,16,payroll.xlsx,CRITICAL,READ,Office,Managed,23,0,NORMAL,15,LOW,Critical file accessed
EMP147,18,team_notes.docx,LOW,READ,Remote,Managed,10,0,NORMAL,0,LOW,
EMP200,12,employee_handbook.pdf,LOW,UPLOAD,Remote,Managed,23,0,NORMAL,0,LOW,
EMP415,16,payroll.xlsx,CRITICAL,READ,Remote,Managed,19,0,NORMAL,15,LOW,Critical file accessed
EMP303,9,salary.xlsx,CRITICAL,READ,Office,Managed,7,0,NORMAL,15,LOW,Critical file accessed
EMP035,16,salary.xlsx,CRITICAL,READ,Office,Managed,12,0,NORMAL,15,LOW,Critical file accessed
EMP489,10,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,3,0,NORMAL,0,LOW,
EMP203,15,payroll.xlsx,CRITICAL,READ,Office,Managed,7,0,NORMAL,15,LOW,Critical file accessed
EMP275,8,salary.xlsx,CRITICAL,READ,Office,Managed,29,0,NORMAL,15,LOW,Critical file accessed
EMP363,15,team_notes.docx,LOW,SHARE,Office,Managed,12,0,NORMAL,0,LOW,
EMP155,3,payroll.xlsx,CRITICAL,DOWNLOAD,VPN,Personal,344,1,NORMAL,90,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed"
EMP476,8,finance_report.xlsx,HIGH,DOWNLOAD,Office,Managed,11,0,NORMAL,0,LOW,
EMP036,18,payroll.xlsx,CRITICAL,READ,Office,Managed,27,0,NORMAL,15,LOW,Critical file accessed
EMP301,10,team_notes.docx,LOW,WRITE,Remote,Managed,3,0,NORMAL,0,LOW,
EMP240,8,project_plan.xlsx,MEDIUM,READ,Remote,Managed,1,0,NORMAL,0,LOW,
EMP195,10,payroll.xlsx,CRITICAL,READ,Office,Managed,3,0,NORMAL,15,LOW,Critical file accessed
EMP349,11,employee_handbook.pdf,LOW,WRITE,Office,Managed,15,0,NORMAL,0,LOW,
EMP045,14,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,11,0,NORMAL,0,LOW,
EMP079,14,payroll.xlsx,CRITICAL,READ,Office,Managed,10,0,NORMAL,15,LOW,Critical file accessed
EMP470,4,salary.xlsx,CRITICAL,DOWNLOAD,Remote,Personal,483,1,ANOMALY,100,CRITICAL,"After-hours login, Personal device, High volume file access, Critical file accessed, ML anomaly detected"
EMP260,16,project_plan.xlsx,MEDIUM,READ,Remote,Managed,27,0,NORMAL,0,LOW,
EMP126,8,employee_handbook.pdf,LOW,READ,Office,Managed,30,0,NORMAL,0,LOW,
EMP478,13,finance_report.xlsx,HIGH,DOWNLOAD,VPN,Managed,13,0,NORMAL,15,LOW,VPN access
EMP145,13,salary.xlsx,CRITICAL,READ,Office,Managed,22,0,NORMAL,15,LOW,Critical file accessed
EMP081,8,finance_report.xlsx,HIGH,READ,Office,Managed,23,0,NORMAL,0,LOW,
EMP347,18,payroll.xlsx,CRITICAL,READ,Remote,Managed,20,0,NORMAL,15,LOW,Critical file accessed
EMP233,8,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,29,0,NORMAL,0,LOW,
EMP293,18,employee_handbook.pdf,LOW,READ,Office,Managed,20,0,NORMAL,0,LOW,
EMP195,11,salary.xlsx,CRITICAL,READ,Office,Managed,30,0,NORMAL,15,LOW,Critical file accessed
EMP429,18,payroll.xlsx,CRITICAL,WRITE,Remote,Managed,22,0,NORMAL,15,LOW,Critical file accessed
EMP056,14,payroll.xlsx,CRITICAL,DOWNLOAD,Remote,Managed,27,0,NORMAL,15,LOW,Critical file accessed
EMP345,15,finance_report.xlsx,HIGH,READ,Office,Managed,5,0,NORMAL,0,LOW,
EMP264,14,project_plan.xlsx,MEDIUM,SHARE,Office,Managed,25,0,NORMAL,0,LOW,
EMP034,10,project_plan.xlsx,MEDIUM,READ,Office,Personal,21,0,NORMAL,15,LOW,Personal device
EMP269,18,finance_report.xlsx,HIGH,WRITE,Office,Managed,18,0,NORMAL,0,LOW,
EMP493,8,payroll.xlsx,CRITICAL,READ,Office,Managed,25,0,NORMAL,15,LOW,Critical file accessed
EMP269,9,finance_report.xlsx,HIGH,READ,Office,Managed,30,0,NORMAL,0,LOW,
EMP302,13,team_notes.docx,LOW,READ,Office,Managed,14,0,NORMAL,0,LOW,
EMP069,13,payroll.xlsx,CRITICAL,SHARE,Office,Managed,6,0,NORMAL,15,LOW,Critical file accessed
EMP494,11,finance_report.xlsx,HIGH,UPLOAD,Remote,Managed,23,0,NORMAL,0,LOW,
